id,salary
45552,"50,000-60,000€"
45553,Competitive
45554,45.000 - 55.000€
45555,40.000-60.000
45556,60.000
45557,"50,000 - 55,000 €"
45558,40000€
45559,50.000 - 72.000€
45560,60.000-70.000
45561,75000-120000
45562,"56,000+"
45563,60000-65000
45564,Negotiable
45565,"65,000-80,000"
45566,90000
45567,~70.000
45568,90000 - 115000
45569,65000
45570,"55,000€"
45571,"55,000-65,000"
45572,50.000 - 55.000
45573,~40k
45574,"70,000€ - 80,000€"
45575,60000
45576,tba
45577,80000-85000
45578,80000
45579,54000-65000
45580,50.000 - 80.000€
45581,Negotiable 
45582,"55,000k+"
45583,72000
45584,50000
45585,50000
45586,62000 - 65000 €
45587,40000-45000
45588,ca. 60.000€
45589,55-60K
45590,60000
45591,"65,000 € - 85,000€"
45592,70.000
45593,55.000 - 65.000
45594,45.000-65.000€
45595,55.000 - 65.000
45596,75.000-90.000
45597,50.000€ - 80.000€
45598,70.000
45599,up to 60.000
45600,tbd
45601,"50,000-80,000"
45602,55000-65000
45603,€80.000 - €90.000
45604,"70,000"
45605,70.000
45606,85.000 - 95.000€
45607,65000 to 75000
45608,90-100k
45609,60000
45610,">68,000"
45611,40.000 - 80.000
45612,60000
45613,45.000 - 55.000
45614,"65,000 - 70,000"
45615,"50,000 €"
45616,€50k
45617,52000 - 70000
45618,"50,000 - 55,000"
45619,tbd.
45620,65000
45621,90000
45622,70.000 EUR
45623,50.000€
45624,60.000 - 100.000€
45625,"54,000"
45626,80.000 - 90.000 €
45627,90000
45628,80-90
45629,65000
45630,"55,000 - 65,000"
45631,"60,000-70,000"
45632,"70,000-80,000€"
45633,30000 - 45000
45634,"54,000"
45635,60.000-75.000€
45636,"€70,000 - €75,000"
45637,"60,000€ - 75,000€"
45638,40000€ - 50000€
45639,50000
45640,55-60k
45641,75-85
45642,"€70,000 - €75,000"
45643,75000
45644,70.000-75.000€
45645,open
45646,"50,000€-70,000€"
45647,80000
45648,50000-60000
45649,75000
45650,65.000€ - 90.000€
45651,60.000-70.000
45652,66000
45653,75000-120000
45654,"85,000€ to 90,000€"
45655,68000-72000€
45656,65000
45657,70000-85000
45658,"€50,000-80,000"
45659,tbd
45660,k.A.
45661,"€60,000-€75,000"
45662,75k - 87k 
45663,"55,000-60,000"
45664,65000
45665,tbd
45666,75000
45667,"50,000-65,000"
45668,60-65.000€
45669,60.000 - 70.000
45670,75-90k
45671,45K onwards
45672,"75,000"
45673,80000
45674,"60,000 - 67,000"
45675,55000
45676,60.000 €- 85.000 €
45677,45.000-55.000
45678,"50,000€-70,000€"
45679,"50,000 - 60,000"
45680,50.000€
45681,"> € 55,000"
45682,negotiable
45683,"€65,000"
45684,55000
45685,45 - 65k
45686,we are flexible!
45687,90.000€
45688,tbd
45689,85.000-110.000
45690,"60,000"
45691,60.000 - 70.000
45692,50000-60000
45693,80000
45694,tbd
45695,70.000 - 80.000
45696,55.000-75.000
45697,"60,000€ - 70,000€"
45698,60.000 - 74.000
45699,40000-60000
45700,50.000 - 60.000
45701,55000-70000
45702,"40,000 - 60,000 €"
45703,50000-70000
45704,75000-120000
45705,70000
45706,75000
45707,€ 50000 -  € 62000
45708,60.000
45709,65000-85000
45710,negotiable. 
45711,"40,000 - 50,000€"
45712,"75,000 - 95,000"
45713,65000 -75000
45714,€75.000 - €90.000
45715,80000
45716,75000-120000
45717,60000-100000
45718,44000
45719,48.000 - 72.000
45720,"60-85,000"
45721,"60,000"
45722,"60,000-80,000"
45723,55.000 - 60.000 €
45724,"30,000 - 60,000 €"
45725,"70,000-75,000"
45726,€50.000-55.000
45727,40.000-70.000
45728,50.000-60.000€
45729,42000 - 44000
45730,"30,000€-55,000€"
45731,"60,000€ - 70,000€"
45732,50000 - 65000
45733,70000 - 75000
45734,"55,000€"
45735,€75.000 - €90.000
45736,90.000
45737,60k
45738,50000-60000
45739,60000
45740,50k-65k
45741,55000-60000
45742,70.000-80.000€
45743,"40,000€ - 60,000€"
45744,50.000
45745,"35,000 - 45,000"
45746,60.000-70.000
45747,"50,000€-70,000€"
45748,50.000€ - 60.000€
45749,"70,000€ +"
45750,66000
45751,40000-70000€
45752,70+
45753,40.000 - 75.000
45754,80-90k
45755,45000-50000
45756,45.000-65.000€
45757,TBC
45758,"70,000 - 75,000 €"
45759,"75,000 - 85,000 Euro"
45760,"50,000 - 80,000"
45761,"50,000k+"
45762,tbd
45763,60000-65000
45764,60000-70000
45765,70.000 - 100.000
45766,-
45767,"55,000-80,000"
45768,85.000
45769,80.000 - 140.000
45770,65.000
45771,68000
45772,"75,000-80,000"
45773,60.000-80.000
45774,"80,000"
45775,65000
45776,negotiable 
45777,80000 - 90000
45778,90.000
45779,50000 - 55000
45780,80000-100000
45781,65000
45782,60.000 - 70.000
45783,50000-80000
45784,40.000
45785,90.000
45786,60000-80000
45787,70000
45788,50500 - 75500
45789,tbd
45790,50000 - 80000
45791,60000-110000
45792,50.000-60.000
45793,60.000€ - 80.000€
45794,70.000
45795,negotiable
45796,"50,000€ - 60,000€"
45797,"62,000 - 80,000"
45798,65000
45799,tbd
45800,55000 - 68000
45801,80.000 € - 120.000 €
45802,49.000€ - 52.000€
45803,ca. 65.000€
45804,50.000 - 60.000
45805,100k
45806,"45,000€ - 55,000€"
45807,50000-70000
45808,€ 65000 package
45809,> 65k €
45810,60K
45811,"70,000-75,000"
45812,60000
45813,tbd
45814,55 000 - 85 000
45815,70.000 - 80.000
45816,55.000€
45817,65.000-78.000
45818,"45,000-60,000€"
45819,"55,000-75,000"
45820,"65,000 € - 85,000€"
45821,"55,000 € - 65,000 €"
45822,"40,000 - 45,000"
45823,verhandelbar
45824,"€65,000-€70,000"
45825,20-30K
45826,"50,000 € - 70,000 €"
45827,60.000€ - 80.000€
45828,55000
45829,70 000 - 90 000 
45830,+/- 65000
45831,40.000€ - 50.000€
45832,60.000 - 65.000
45833,> 55000
45834,"50,000- 60,000"
45835,more than 70000
45836,45000-55000
45837,70k
45838,60K€ to 80K€
45839,"€40,000-€50,000"
45840,56000 - 64000
45841,45k-75k
45842,50000-60000
45843,70000
45844,45.000€ - 55.000€
45845,60000 -70000€
45846,55.000 - 68.000€
45847,"50,000€"
45848,40.000 - 60.000 EUR
45849,goed
45850,68000-72000
45851,"50,000€ - 60.000€"
45852,75000-120000
45853,55.000€
45854,60000
45855,€75.000 - €90.000
45856,"70,000-80,000"
45857,"55,000 - 65,000 €"
45858,"55,000-60,000"
45859,"60,000€ - 80,000€"
45860,60.000 - 69.000€
45861,"60,000 - 65,000"
45862,60000 - 75000 EUR
45863,60.000 € - 100.000 €
45864,55000€ - 85000 €
45865,55000
45866,70-80.000
45867,50.000 - 60.000
45868,70000
45869,"30,000 - 60,000 €"
45870,negotiable
45871,"80,000-90,000"
45872,"50,000 - 60,000"
45873,40k
45874,40000-65000
45875,approx. 65.000€
45876,TBC
45877,"60,000-70,000"
45878,€48000
45879,"60,000 - 80,000"
45880,50.000-65.000
45881,"30,000 - 60,000 €"
45882,60.000 - 70.000
45883,"70,000€ - 100,000€"
45884,"50,000-85,000"
45885,€50.000 - €60.000
45886,"103,000 +"
45887,60000
45888,78.000-88.000
45889,"50,000€ - 70,000€"
45890,~40
45891,"up to 55,000 €"
45892,"70,000€ – 85,000€"
45893,45.000-55.000
45894,"50,000€ - 80,000€"
45895,"€120,000"
45896,"70,000€ - 80,000€"
45897,50-60.000 €
45898,70 - 80K  
45899,up to negotiations
45900,"50,000€-70,000€"
45901,upon negotiation
45902,30.000 - 50.000
45903,65k<
45904,60 000 - 70 000
45905,45.000-55.000
45906,"65,000€ - 70,000€"
45907,"60,000"
45908,57.000 - 67.000
45909,"60,000-70,000"
45910,">75,000"
45911,>€72.000
45912,55000-65000
45913,60k-75k
45914,>50k
45915,56000
45916,"€25,000-45,000"
45917,40.000 - 50.0000
45918,"70,000€ - 95,000€"
45919,70.000-80.000 EUR
45920,70.000 to 80.000
45921,50000
45922,98.000-103.000
45923,"85,000"
45924,"50,000-60,000€"
45925,50-60.000 €
45926,70K+ EUR
45927,48000 -60000
45928,"€55,000-€65,000"
45929,"40,000 - 45,000"
45930,55.000-75.000
45931,70.000 EUR
45932,65.000-85.000 Euro
45933,50000 - 65000
45934,Negotiation
45935,60000-70000
45936,30000 - 60000
45937,€50k - 55k
45938,75000-120000
45939,85.000
45940,80.000 -100.000 €
45941,50.000€ - 60.000€
45942,50.000  - 60.000
45943,65000
45944,45.000 - 55.000
45945,75.000 - 80.000
45946,75000
45947,75+
45948,"50,000 - 60,000"
45949,60000€
45950,65.000
45951,€75.000 - €90.000
45952,68000+
45953,50-60k
45954,"50,000€ - 55,000€"
45955,55K to 70K
45956,60k
45957,50k-70k
45958,58000
45959,"70,000€ - 100,000€"
45960,70k-115k
45961,"55,000-60,000€"
45962,"45-50,000"
45963,50.000-75.000
45964,60´000€
45965,70000
45966,60000-65000
45967,negotiable
45968,90.000
45969,"40,000€"
45970,negotiable
45971,40000
45972,35-45k
45973,60000
45974,65.000 - 75.000
45975,40.000 - 75.000
45976,70-80.000
45977,"€50,000-€65,000"
45978,tbd
45979,+60.000
45980,60000
45981,"65,000-80,000 €"
45982,"60,000€ - 70,000€"
45983,>80.000 EUR
45984,"30,000-45,000"
45985,65
45986,70.000€ - 75.000€
45987,70.000€
45988,95000
45989,65000€ - 95000€
45990,45.000
45991,"50,000€ - 60,000€"
45992,50.000 - 60.000
45993,open
45994,75000-120000
45995,55 000-65 000
45996,70000
45997,45000 package
45998,"€65,000 - €70,000"
45999,50k €
46000,45000-65000
46001,65000-85000
46002,"55,000 - 65,000"
46003,50000
46004,65000-70000
46005,60000-110000
46006,80.000€ + X
46007,75000-85000
46008,70000
46009,negotiable
46010,"50,000-60,000"
46011,negotiable
46012,EUR 65.000 - 80.000
46013,tbd
46014,70-80
46015,"55,000 - 65,000"
46016,80000 - 85000
46017,50.000€ - 55.000€
46018,from 45k
46019,65.000 €; 35hrs/week
46020,"55,000-80,000"
46021,90-100k
46022,55-70k
46023,50000 - 65000
46024,"40,000-80,000"
46025,80000
46026,"55,000-75,000 €"
46027,70000 - 80000
46028,"€45,000-€55,000"
46029,"70,000 - 85,000 EUR"
46030,60-90.000
46031,€30-65k
46032,60.000-75.000
46033,"45,000€-70,000€"
46034,70000
46035,"60,000€-65.000€"
46036,60.000 - 70.000
46037,68000
46038,50.000 € - 60.000€
46039,90.000+
46040,50000
46041,75000-120000
46042,75000-120000
46043,€75.000 - €90.000
46044,"> 60,000"
46045,30000 - 40000
46046,"60,000€ - 68,000€"
46047,75-85k
46048,70.000
46049,000
46050,81.500€
46051,€45.000
46052,45.000
46053,"€ 40,000 - € 50,000"
46054,"€38,000-€42,000"
46055,60.000-65.000€
46056,60-65K
46057,~55k
46058,tbd
46059,"60,000€"
46060,60.000€ - 80.000€
46061,55.000 €
46062,55000
46063,75000-80000
46064,60.000-75.000€
46065,50000
46066,65.000 - 75.000
46067,55000-65000
46068,70.000 - 75.000
46069,"75,000"
46070,50-80
46071,"60,000 - 70,000 EUR"
46072,to be discussed
46073,"50,000 - 65,000"
46074,">75,000"
46075,72000-80000
46076,"80,000€ - 100,000€"
46077,"60,000 - 70,000 base"
46078,tbd
46079,Up to 95.000 EUR
46080,75000 - 120000
46081,"50,000-60,000"
46082,90.000 € 
46083,55.000
46084,40.000 - 46.000
46085,91000
46086,50k-70k
46087,Negotiable 
46088,55000 - 65000
46089,100000
46090,65.000
46091,40 000 - 60 000
46092,50.000€
46093,"60.000€ - 78,000€"
46094,45000 - 52000
46095,65.000 - 75.000
46096,50000 - 80000
46097,verhandelbar
46098,80.000-85.000
46099,"55,000 € - 75,000€"
46100,50k - 75k
46101,Depends
46102,€50.000-55.000
46103,55-80k
46104,60 k
46105,60000-65000
46106,87.000€
46107,54k-65k
46108,50.000-70.000
46109,80000-100000
46110,52.000-60.000
46111,40000-45000
46112,50000-70000
46113,"60,000 - 65,000"
46114,75-90k
46115,50.000 - 60.000
46116,70000 - 75000
46117,72.000 EUR
46118,75000-120000
46119,45.000-80.000 VB
46120,ab 45.000
46121,33000
46122,50.000 - 80.000
46123,"70,000€"
46124,negotiable
46125,52000 - 70000
46126,50.000 - 60.000
46127,70000
46128,55000 - 75000
46129,75.000 EUR
46130,"65,000 € - 70,000 €"
46131,94.000€
46132,35.000-60.000
46133,"40,000 to 70,000 EUR"
46134,75.000 €
46135,45000-55000
46136,65 000€ to 75 000€
46137,tba
46138,50000-70000
46139,50.000 - 55.000
46140,EUR 40-50K
46141,"50,000 - 55,000"
46142,50.000
46143,70000
46144,75000-120000
46145,60.000 - 75.000€
46146,55K
46147,40 000 - 60 000
46148,60:000-70.000 Euro
46149,55000 - 70000
46150,negotiable
46151,"60,000€-80,000€"
46152,50.000-55.000€
46153,70.000-100.000
46154,€55000 - €80000
46155,upon experience
46156,65.000 - 75.000
46157,€75.000 - €90.000
46158,up to 100.000€
46159,80K
46160,80.000 - 90.000€
46161, €62K - €72K
46162,90000
46163,60000-70000
46164,64800
46165,65.000-70.000
46166,45k-75k
46167,negotiable
46168,60000-70000
46169,"from 65,000€"
46170,50.000€
46171,50000
46172,75000-120000
46173,50.000-65.000
46174,75 000€ to 90 000€
46175,50000-60000
46176,65.000-90.000 €
46177,"80,000€ - 100,000€"
46178,75 000 - 85 000
46179,45k - 80k
46180,40.000 € negotiable 
46181,60.000-65.000
46182,55 - 65.000
46183,"70,000 - 75,000"
46184,90000
46185,60.000
46186,80.000-85.000
46187,60000-80000
46188,50000-60000
46189,"from 46,000 EUR"
46190,70000-85000
46191,"50,000-85,000"
46192,"€40,000-€80,000"
46193,tbd
46194,65000 -75000
46195,90-105000 EUR
46196,73.500€
46197,>70k
46198,50.000
46199,55.000 - 60.000
46200,50k - 75k 
46201,€52.000 - €62.000
46202,"70,000€ - 90,000€"
46203,52 000 - 58 000
46204,50000 - 60000
46205,60000 - 70000
46206,40.000 - 60.000
46207,50.000 - 70.000 EUR
46208,60000 - 70000
46209,"70,000€ - 90,000€"
46210,70.000
46211,60000
46212,52000-57000
46213,80.000
46214,75.000 - 85.000
46215,Depends
46216,50 - 60k
46217,50 000 - 70 000
46218,55.000-65.000€
46219,"85,000 to 105,000"
46220,to be discussed
46221,"75,000 - 85,000"
46222,1-99999
46223,60K - tbd
46224,60.000 € - 75.000 €
46225,75000
46226,75000
46227,80000
46228,75000-120000
46229,50.000-60.000
46230,64.000 €
46231,"45,000€ - 65,000€"
46232,65.000-75.000
46233,40.000 - 70.000€
46234,68.000
46235,50000
46236,52000 - 70000
46237,50.000 - 70.000
46238,"65,000-75,000"
46239,50000-65000
46240,tbd
46241,"60,000 - 85,000"
46242,€35.000 - €45.000
46243,65000-80000
46244,55000
46245,"40-50,000"
46246,"55,000-70,000"
46247,>70.000
46248,40000
46249,55000€ - 75000€
46250,60.000€ - 70.000€
46251,40 000 - 60 000
46252,83.000
46253,tbd
46254,40000
46255,"85,000€"
46256,60.000 - 71.000€
46257,20000
46258,55.000 € - 65.000 €
46259,50000 - 56000
46260,65k
46261,50' - 60'
46262,45k-70k
46263,50.000 - 60.000
46264,n.o.t.k.
46265,50.000
46266,60.000 € - 70.000 €
46267,50.000 - 60.000
46268,"60,000€ - 65,000€"
46269,65000-75000
46270,tbd
46271,tbd
46272,65-70 k
46273,"60,000 - 75.000"
46274,90k-100k€
46275,70000
46276,40-60K
46277,55.000 €
46278,55.000
46279,38000
46280,"85,000-90,000"
46281,EUR 35K-60K
46282,"55,000 - 65,000 €"
46283,50.000 - 60.000€
46284,55000 - 65000
46285,50000-60000
46286,50000
46287,"46,000 - 55,000"
46288,55000
46289,60.000 - 70.000
46290,"60,000-75,000 EUR"
46291,45.000 - 60.000
46292,80000
46293,"50,000-65,000€"
46294,"70,000 € - 75,000 €"
46295,"60,000-70,000€"
46296,60.000 - 90.000
46297,45.000-55.000
46298,54000
46299,50.000 € - 60.000 €
46300,60000
46301,>80000
46302,90.000-100.000
46303,"60,000 - 80,000€"
46304,60.000
46305,40-60k
46306,50000- 60000
46307,"60,000€ - 70,000€"
46308,+/- 55.000
46309,52 000 - 58 000
46310,tbd
46311,95000
46312,60000€-75000€
46313,">72,000"
46314,"53,000 € - 62,000€"
46315,68.000€
46316,Negotiable 
46317,50-60.000
46318,65000
46319,50.000 - 75.000
46320,"55,000€"
46321,75000-120000
46322,55k
46323,negotiable
46324,70-80.000 €
46325,60000
46326,"55,000 - 68,000"
46327,54.000
46328,ca. 55.000€
46329,55000
46330,40 - 60
46331,50000
46332,"50,000 - 60,000 EUR"
46333,70.000 - 80.000
46334,50.000 - 60.000
46335,55000 - 75000
46336,55-65k p.a.
46337,65k+
46338,50000
46339,"€50,000 - €65,000"
46340,40-50 TEUR
46341,40.000€ - 50.000€
46342,70.000 +
46343,60k-90k
46344,70.000€+
46345,45.000-65.000
46346,75000 - 85000
46347,65.000 + 
46348,up to 80.0000
46349,60000
46350,60.000 €- 85.000 €
46351,open
46352,75000-120000
46353,55000
46354,80000
46355,50-70
46356,TBD
46357,42.000-50.000
46358,70000 - 80000
46359,"50,000 to 70,000€"
46360,60.000 - 65.000
46361,65.000-85.000
46362,"60,000-65,000"
46363,>75.000 €
46364,">55,000 EUR"
46365,655000-75000
46366,"50.000,- ...."
46367,75.000 - 90.000
46368,75000-120000
46369,64.000€
46370,77000
46371,"70,000€"
46372,40 000 - 60 000
46373,55.000-75.0000
46374,68000
46375,120000
46376,75.000 - 85.000
46377,50000-60000
46378,"50,000€ - 60,000€"
46379,70-85k
46380,71500
46381,40000
46382,70 000 - 90 000
46383,"48,000 - 60,000"
46384,"50,000-70,000"
46385,75-80K
46386,"40,000 - 50,000€"
46387,75000
46388,40 000 - 60 000
46389,"50,000 - 90,000"
46390,EUR 60.000-75.000
46391,55000
46392,40.000-60.000
46393,100.-120.000
46394,64000
46395,€40.000 - €50.000
46396,49.000-54.000
46397,50.000 - 60.000 €
46398,55.000-65.000
46399,"70,000"
46400,"60-80,000"
46401,50000-65000
46402,"55,000"
46403,"50,000€ - 70,000€"
46404,40000-70000€
46405,let's discuss
46406,50.000 – 80.000
46407,"55,000"
46408,63.000€
46409,60000-75000
46410,75000-120000
46411,"50,000€ - 60,000€"
46412,tba
46413,65k
46414,50.000-70.000
46415,65.000
46416,60000
46417,"30,000"
46418,"60,000 - 75,000"
46419,"30,000 - 40,000€"
46420,"60,000"
46421,"60,000 - 65,000"
46422,45.000 - 55.000
46423,54000-59000€
46424,70000-85000
46425,50.000-60.000
46426,70-75K
46427,"50,000 € - 60,000 €"
46428,"56,000"
46429,75000
46430,"40,000 - 60,000"
46431,79.000€
46432,ab 70.000€
46433,75.600
46434,60.000-80.000
46435,50.000€ - 60.000€
46436,65k-85k
46437,55000 - 75000
46438,"60,000€ - 75,000€"
46439,"70,000 - 78,000"
46440,50000 - 60000
46441,50.000 - 60.000
46442,70.000
46443,55000
46444,45.000-55.000
46445,45000 - 50000
46446,50-60k
46447,"70,000-85,000"
46448,81.500€
46449,60000-85000
46450,50.000-60.000€
46451,45000-55000
46452,45000-55000
46453,65 000€ to 80 000€
46454,90000
46455,80.000 €
46456,"62,000 €"
46457,80.000 - 100.000 €
46458,"60-80,000"
46459,60.000 - 75.000€
46460,"50,000€ - 60,000€"
46461,45.000 €
46462,41k +
46463,65000
46464,"75,000"
46465,45000-55000
46466,80.000 - 100.000
46467,90'000
46468,"55,000 - 60,000"
46469,70000-75000
46470,55000 - 65000
46471,60000
46472,90-100
46473,60000-80000
46474,40000 - 50000€
46475,"50,000-55,000"
46476,56.000 - 63.000€
46477,€70000
46478,45.000 - 60.000
46479,50.000-68.000
46480,90.000- 95.000
46481,60.000-80.000€
46482,"€60,000 - €80,000"
46483,50 - 55k
46484,"55,000-70,000"
46485,"€65,000 - €75,000"
46486,55-70
46487,60k-73k
46488,50.000
46489,75000-120000
46490,78000
46491,60000 - 65000
46492,45.000 - 60.000
46493,80000
46494,60.000€ and above
46495,up to 70.000€
46496,"35-50,000€"
46497,"40,000€-70,000€"
46498,40.000-65.000
46499,verhandelbar
46500,60000
46501,"48,000€ - 52,000€"
46502,€40000-45000
46503,50.000 - 60.000
46504,70000
46505,68.000-78.000
46506,55.000-85.000
46507,80.000-90.000
46508,~75000 EUR
46509,55000
46510,50.000 - 70.000€
46511,50-60k
46512,k.A.
46513,60000
46514,60000-65000
46515,45.000€
46516,"110,000-130,000"
46517,55.000 - 90.000€
46518,65000
46519,50.000 - 70.000
46520,"50,000€ - 70,000€"
46521,"50,000-85,000"
46522,"45,000 - 60,000"
46523,58.000
46524,"70,000 - 80,000"
46525,65.000 - 80.000
46526,55.000€-70.000€
46527,"42,000 - 55,000 EUR"
46528,"80,000 EUR"
46529,80000
46530,"45,000 - 50,000"
46531,56000
46532,50 000 - 70 000E
46533,"€40,000 - €50,000"
46534,70000
46535,40.000-55.000€
46536,"60,000-75,000"
46537,45000-55000 Euro
46538,80-90000 Euro
46539,30.000
46540,70.000
46541,"45,000-55,000 EUR"
46542,> 70.000 €
46543,45.000-50000
46544,"70,000€ - 100,000€"
46545,tbd
46546,40000
46547,65000-70000
46548,tbd
46549,60000 - 65000
46550,60k-80k
46551,tbd.
46552,€75.000 - €90.000
46553,75.000 - 85.000
46554,"80-90,000€"
46555,"60,000 - 70,000 EUR"
46556,40.000 - 60.000
46557,65.000 - 90.000
46558,70-75k EUR
46559,55.000 - 65.000
46560,50.000 - 60.000
46561,55.000-62.000
46562,72k-85k
46563,€
46564,75000-120000
46565,"35,000-45,000"
46566,55.000 - 65.000
46567,"45,000 € "
46568,53000
46569,"50,000€ - 70,000€"
46570,"85,000"
46571,55000-65000
46572,80.000
46573,80000++
46574,Negotiable
46575,47.000 €
46576,"45,000-50,000€"
46577,"45,000-50,000"
46578,60000
46579,55000
46580,90000-95000€
46581,65 - 75k
46582,"40,000-60,000€"
46583,60000
46584,60.000-75.000
46585,Negotiable 
46586,xxx
46587,60.000-70.000 €
46588,75.000 - 85.000
46589,45.000 - 65.000
46590,€ 58000-  € 65000
46591,90k-105k
46592,60000-65000
46593,70.000-85.000
46594,70000 - 85000
46595,50.000-60.000
46596,50000-55000
46597,75000-120000
46598,Competitive 
46599,"70,000 - 80,000€"
46600,60-70k
46601,55.000 - 65.000
46602,up to 70K
46603,50.000 - 62.000
46604,"40,000-50,000"
46605,65.000-75.000
46606,50 - 60 000€
46607,55.000 - 60.000
46608,48000-50000
46609,45000-55000
46610,50K - 60K
46611,70.000 - 85.000€
46612,60000-110000
46613,>€70.000
46614,49000 - 56000
46615,93 000 - 120 000
46616,50000
46617,65.000 - 70.000
46618,65.000 - 75.000
46619,55.000-90.000€
46620,75000
46621,60.000 upwards
46622,45000-60000
46623,"56,000"
46624,"55,000€ - 65,000€"
46625,65000
46626,to be discussed
46627,60000€ - 80000€
46628,75.000
46629,"55,000"
46630,60000-90000
46631,50.000€ -54.000€
46632,42.000-48.000
46633,"50,000-65,000"
46634,"65,000 - 80,000€"
46635,60.000-75.000
46636,45000 - 55000
46637,65.000€ - 80.000€
46638,50.000-65.000
46639,"55,000"
46640,70k+
46641,65000-85000
46642,€50.000 - 60.000
46643,65-75K
46644,"60,000€ - 75,000€"
46645,55000 - 62000
46646,50000-60000
46647,50000 - 80000
46648,70000-110000
46649,50.000 - 75.000€
46650,80000
46651,65 - 85
46652,40 000 - 60 000
46653,100'000 - 125'000
46654,"55,000 € - 65,000 €"
46655,100000
46656,+/- 50.000
46657,">65,000 EUR"
46658,70000
46659,"40,000€ - 70,000"
46660,50000 - 70000
46661,60 000- 70 000
46662,"58,000k+"
46663,65000-70000
46664,47.600€ - 52.000€
46665,65.000 € - 85.000 €
46666,TBD
46667,70.000 - 100.000
46668,70.000 €
46669,"€75,000 - €90,000"
46670,60.000 - 72.000€
46671,70-90k
46672,47000
46673,60k - 70k
46674,"55,000 - 70,000"
46675,€90.000
46676,0
46677,55.000-75.000
46678,56k
46679,70k+/y
46680,50000 - 65000
46681,60k
46682,35.000-50.000
46683,75000
46684,"60,000"
46685,50.000 ... 
46686,66.500
46687,50000-60000
46688,80000
46689,"72,000"
46690,tbd
46691,42000
46692,75000
46693,€ 65.000 - € 85.000
46694,50000-55000
46695,42000-48000
46696,100.000
46697,"60,000€"
46698,95000
46699,60000-70000
46700,70 - 75 k
46701,50.000 - 70.000
46702,€40.000 - €60.000
46703,"€50,000-€60,000"
46704,75.000€
46705,70000-78000
46706,65000
46707,65.000 to 80.000
46708,40.000 - 50.000
46709,60.000 
46710,55.000-65.000
46711,50000-70000
46712,45.000-52.000
46713,50000-60000
46714,75.000
46715,70000-80000
46716,75.000 EUR 
46717,tbd
46718,80k
46719,50000-60000
46720,55.000-65.000 Euro
46721,"65,000k+"
46722,47.000€
46723,"€80,700 "
46724,50.000-60.000
46725,55.000 - 60.000
46726,90.000 + 
46727,"€60,000-€70,000"
46728,75000-120000
46729,"45-50,000€"
46730,50-60k
46731,70000
46732,70.000
46733,30.000 - 40.000
46734,"60,000 - 66,000€"
46735,65.000-70.000€
46736,50000-55000
46737,50-60k
46738,"60,000-75,000"
46739,"55,000 € - 60,000€"
46740,50.000€-60.000€
46741,80000
46742,75.000-80.000
46743,"65,000 - 75,000"
46744,"40,000-46,000"
46745,"65,000€ - 85,000€"
46746,85.000 - 90.000
46747,75k+
46748,50000
46749,75000 to 80000
46750,ab 67k
46751,"60,000-65,000"
46752,75.000
46753,40.000-50.000
46754,55000
46755,55000-75000
46756,65k€
46757,40 000 - 60 000
46758,400000 € - 60000 €
46759,40.000 - 50.000€
46760,50.000-70.000
46761,80 to 90K
46762,70000
46763,tbd
46764,52000
46765,40 000 - 60 000
46766,70.000-90.000
46767,65.000-75.000
46768,70.000
46769,60.000 € - 70.000 €
46770,60.000-80.000
46771,35000-45000
46772,50000
46773,"55-60,000€"
46774,40 000 - 60 000
46775,30000
46776,65 000€ to 80 000€
46777,55000
46778,Open for discussion
46779,60-70000
46780,TBD
46781,negotiable
46782,35000
46783,45.000
46784,80k
46785,"55,000€ - 65,000€"
46786,"60,000€"
46787,50.000 - 70.000€
46788,vhb
46789,€50k - 55k
46790,55 - 65.000
46791,"70,000-75,000"
46792,45k - 80k
46793,70000 - 85000
46794,55000-70000
46795,80.000 - 85.000
46796,55000 - 65000
46797,65000-70000
46798,50.000 - 100.000
46799,0
46800,35.000-70.000
46801,73.000 €
46802,70000
46803,50.000-55.000
46804,55-65.000
46805,"63,000-70,000"
46806,60000 - 67000
46807,60000-65000
46808,80.000 € - 120.000 €
46809,60
46810,35000-60000
46811,50.000-65.000
46812,"55,000€-75,000€"
46813,49.000-52.000
46814,"50,000 € - 80,000 €"
46815,"65,000-80,000"
46816,75000-120000
46817,35.000
46818,up to negotiations
46819,75.000 +
46820,40 000 - 60 000
46821,45000€-60000€
46822,"45,000-55,000"
46823,75000-120000
46824,60k - 65k
46825,50000
46826,45.000 - 50.000
46827,65.000 - 75.000
46828, €62K - €72K
46829,50 - 70 000€
46830,65.000 €
46831,48000
46832,55000-65000
46833,60000
46834,ca. 60.000€
46835,50000
46836,"35,000€-50,000€"
46837,65000€
46838,"55,000-75,000"
46839,>45000
46840,"70,000 €"
46841,40000
46842,55000
46843,82000
46844,50000-57000
46845,50000
46846,€40k
46847,90000 - 120000
46848,70000 - 75000
46849,75.000-80.000
46850,80000
46851,53000
46852,80000-100000
46853,60000-80000
46854,40 000 - 60 000
46855,40000-85000
46856,negotiable
46857,50.000-75.000
46858,40000-50000
46859,€ 50.000
46860,"50,000 - 65,000 "
46861,"45,000 - 55,000"
46862,€60-65k
46863,50000-80000
46864,"80,000-85,000"
46865,40000-45000
46866,65000 to 70000
46867,42000
46868,"50,000-75,000€"
46869,50.000-55.000
46870,65000
46871,90k
46872,40000-60000
46873,50-85k€
